image_id,rank,concept,activation,neuron,naming_similarity,margin,image_threshold
img_000133,1,left lung opacity,0.018968693912029266,973,0.352705180644989,0.002887547016143799,0.01589676144067198
img_000708,1,left lung opacity,0.020753983408212662,1761,0.34877729415893555,0.001593083143234253,0.01615432812832296
img_000930,1,left lung opacity,0.01976436749100685,973,0.352705180644989,0.002887547016143799,0.01739532803185284
img_000984,1,small pneumothorax,0.04077865555882454,1796,0.34933531284332275,0.0012788772583007812,0.017525008646771312
img_001109,1,left lung opacity,0.017945095896720886,973,0.352705180644989,0.002887547016143799,0.017887059366330504
img_001571,1,left lung opacity,0.02558889240026474,1761,0.34877729415893555,0.001593083143234253,0.01774197444319725
img_002241,1,left lung opacity,0.150210902094841,1761,0.34877729415893555,0.001593083143234253,0.018364815274253488
img_002483,1,small pneumothorax,0.02544426918029785,1796,0.34933531284332275,0.0012788772583007812,0.015936650917865336
img_002786,1,left lung opacity,0.01779966987669468,1761,0.34877729415893555,0.001593083143234253,0.01712441211566329
