assigned_neurons,ambiguous_neurons,mean_assigned_similarity,median_assigned_similarity,mean_assigned_margin,median_assigned_margin,mean_ambiguous_similarity,mean_ambiguous_margin
11,237,0.3560486137866974,0.35544443130493164,0.0023307095874439587,0.0021497011184692383,0.3531863971098566,0.0007519506955448585
