neuron,concept,score,margin,status,mean_activation,max_activation,active_fraction,top_candidates
1020,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1021,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1022,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1023,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1024,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1025,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1026,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1027,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1028,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1029,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1030,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1031,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1032,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1033,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1034,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1035,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1036,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1037,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1038,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1039,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1040,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1041,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1042,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1043,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1044,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1045,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1046,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1047,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1048,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1049,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1050,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1051,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1052,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1053,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1054,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1055,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1056,filtered_always_on,0.0,0.0,always_on,0.04316875338554382,0.12299570441246033,0.994,
1057,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1058,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1059,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1060,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1061,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1062,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1063,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1064,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1065,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1066,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1067,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1068,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1069,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1070,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1071,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1072,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1073,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1074,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1075,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1076,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1077,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1078,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1079,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1080,filtered_always_on,0.0,0.0,always_on,0.024268897250294685,0.05495815351605415,0.9963333333333333,
1081,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1082,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1083,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1084,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1085,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1086,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1087,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1088,left lung opacity,0.35165196657180786,0.0016540884971618652,assigned,2.721345481404569e-05,0.007789173163473606,0.009333333333333334,left lung opacity=0.352; small pneumothorax=0.350; right lung opacity=0.350; left pneumothorax=0.350; right pneumothorax=0.349
1089,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1090,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1091,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1092,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1093,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1094,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1095,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1096,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1097,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1098,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1099,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1100,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1101,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1102,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1103,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1104,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1105,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1106,filtered_always_on,0.0,0.0,always_on,0.02042781561613083,0.061075128614902496,0.9956666666666667,
1107,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1108,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1109,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1110,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1111,filtered_always_on,0.0,0.0,always_on,0.055945008993148804,0.18213623762130737,0.992,
1112,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1113,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1114,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1115,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1116,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1117,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1118,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1119,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1120,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1121,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1122,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1123,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1124,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1125,filtered_too_rare,0.0,0.0,too_rare,2.2939075279282406e-06,0.005210563540458679,0.0006666666666666666,
1126,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1127,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1128,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1129,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1130,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1131,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1132,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1133,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1134,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1135,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1136,filtered_always_on,0.0,0.0,always_on,0.05009537935256958,0.1200338825583458,0.995,
1137,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1138,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1139,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1140,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1141,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1142,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1143,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1144,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1145,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1146,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1147,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1148,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1149,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1150,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1151,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1152,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1153,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1154,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1155,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1156,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1157,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1158,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1159,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1160,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1161,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1162,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1163,filtered_always_on,0.0,0.0,always_on,0.06828195601701736,0.20890113711357117,0.9946666666666667,
1164,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1165,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1166,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1167,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1168,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1169,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1170,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1171,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1172,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1173,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1174,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1175,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1176,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1177,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1178,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1179,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1180,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1181,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1182,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1183,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1184,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1185,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1186,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1187,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1188,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1189,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1190,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1191,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1192,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1193,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1194,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1195,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1196,ambiguous,0.34169384837150574,0.0005598664283752441,ambiguous,0.000128114566905424,0.03491046279668808,0.016,small pneumothorax=0.342; left pneumothorax=0.341; pneumothorax=0.339; right pneumothorax=0.339; left lung opacity=0.338
1197,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1198,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1199,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1200,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1201,filtered_always_on,0.0,0.0,always_on,0.05347409471869469,0.1434783935546875,0.9956666666666667,
1202,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1203,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1204,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1205,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1206,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1207,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1208,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1209,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1210,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1211,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1212,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1213,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1214,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1215,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1216,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1217,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1218,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1219,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1220,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1221,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1222,filtered_too_rare,0.0,0.0,too_rare,5.972531198494835e-06,0.006648628041148186,0.0033333333333333335,
1223,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1224,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1225,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1226,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1227,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1228,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1229,filtered_always_on,0.0,0.0,always_on,0.08052702993154526,0.27427977323532104,0.996,
1230,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1231,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1232,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1233,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1234,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1235,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1236,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1237,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1238,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1239,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1240,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1241,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1242,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1243,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1244,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1245,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1246,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1247,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1248,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1249,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1250,filtered_always_on,0.0,0.0,always_on,0.02368686906993389,0.07207497209310532,0.9956666666666667,
1251,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1252,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1253,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1254,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1255,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1256,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1257,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1258,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1259,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1260,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1261,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1262,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1263,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1264,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1265,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1266,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1267,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1268,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1269,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1270,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1271,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1272,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1273,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1274,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1275,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1276,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1277,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1278,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1279,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1280,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1281,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1282,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1283,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1284,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1285,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1286,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1287,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1288,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1289,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1290,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1291,filtered_always_on,0.0,0.0,always_on,0.05384985730051994,0.15565922856330872,0.9943333333333333,
1292,filtered_always_on,0.0,0.0,always_on,0.06476645171642303,0.11405476927757263,0.997,
1293,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1294,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1295,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1296,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1297,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1298,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1299,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1300,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1301,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1302,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1303,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1304,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1305,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1306,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1307,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1308,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1309,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1310,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1311,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1312,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1313,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1314,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1315,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1316,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1317,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1318,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1319,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1320,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1321,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1322,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1323,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1324,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1325,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1326,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1327,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1328,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1329,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1330,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1331,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1332,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1333,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1334,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1335,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1336,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1337,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1338,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1339,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1340,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1341,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1342,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1343,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1344,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1345,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1346,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1347,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1348,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1349,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1350,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1351,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1352,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1353,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1354,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1355,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1356,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1357,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1358,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1359,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1360,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1361,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1362,filtered_too_rare,0.0,0.0,too_rare,1.6779682709966437e-06,0.0029528234153985977,0.001,
1363,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1364,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1365,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1366,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1367,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1368,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1369,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1370,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1371,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1372,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1373,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1374,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1375,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1376,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1377,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1378,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1379,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1380,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1381,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1382,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1383,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1384,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1385,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1386,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1387,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1388,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1389,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1390,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1391,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1392,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1393,filtered_always_on,0.0,0.0,always_on,0.028202591463923454,0.09169014543294907,0.9983333333333333,
1394,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1395,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1396,left lung opacity,0.35539481043815613,0.002115875482559204,assigned,6.789007602492347e-05,0.012754283845424652,0.015666666666666666,left lung opacity=0.355; right lung opacity=0.353; small pneumothorax=0.353; bilateral lung opacities=0.352; left pneumothorax=0.352
1397,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1398,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1399,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1400,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1401,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1402,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1403,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1404,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1405,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1406,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1407,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1408,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1409,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1410,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1411,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1412,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1413,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1414,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
1415,dead_neuron,0.0,0.0,dead,0.0,0.0,0.0,
