raw_rows,filtered_rows,raw_images_with_concepts,filtered_images_with_concepts,raw_unique_concepts,filtered_unique_concepts,raw_mean_concepts_per_image,filtered_mean_concepts_per_image
1,9,1,9,1,2,1.0,1.0
